,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
20943,"('SLAV', 'M')",61.13,838.27,594.69,Taoist,religion,all,SLAV,M
17293,"('JAPANESE', 'M')",51.54,590.66,482.76,Taoist,religion,all,JAPANESE,M
12183,"('HUNGARIAN', 'M')",61.8,772.89,551.0,Taoist,religion,all,HUNGARIAN,M
8533,"('GERMAN', 'M')",59.72,822.01,569.32,Taoist,religion,all,GERMAN,M
23133,"('TURKISH', 'M')",62.03,811.57,626.18,Taoist,religion,all,TURKISH,M
28243,"('ENGLISH', 'F')",61.26,987.93,568.41,Taoist,religion,all,ENGLISH,F
9263,"('GREEK', 'F')",62.28,887.08,621.59,Taoist,religion,all,GREEK,F
1233,"('ARAB', 'F')",65.42,1123.2,699.2,Taoist,religion,all,ARAB,F
503,"('AFRICAN', 'M')",58.78,954.47,614.97,Taoist,religion,all,AFRICAN,M
4883,"('DUTCH', 'F')",64.5,969.13,661.45,Taoist,religion,all,DUTCH,F
7803,"('GERMAN', 'F')",62.05,880.41,596.78,Taoist,religion,all,GERMAN,F
12913,"('INDIAN', 'F')",56.52,1018.07,585.5,Taoist,religion,all,INDIAN,F
24593,"('THAI', 'M')",46.77,529.41,399.62,Taoist,religion,all,THAI,M
27513,"('KOREAN', 'F')",49.09,751.0,491.48,Taoist,religion,all,KOREAN,F
16563,"('JAPANESE', 'F')",54.4,741.88,532.81,Taoist,religion,all,JAPANESE,F
19483,"('NORDIC', 'M')",58.45,724.96,517.82,Taoist,religion,all,NORDIC,M
26783,"('ISRAELI', 'F')",62.93,921.5,562.26,Taoist,religion,all,ISRAELI,F
26053,"('BALTIC', 'F')",63.61,843.02,551.72,Taoist,religion,all,BALTIC,F
25323,"('HUNGARIAN', 'F')",61.48,893.27,585.37,Taoist,religion,all,HUNGARIAN,F
2693,"('BALTIC', 'M')",59.62,715.78,500.36,Taoist,religion,all,BALTIC,M
3423,"('CHINESE', 'F')",39.92,444.61,255.4,Taoist,religion,all,CHINESE,F
15103,"('ITALIAN', 'F')",63.37,906.57,612.66,Taoist,religion,all,ITALIAN,F
14373,"('ISRAELI', 'M')",62.41,783.53,619.32,Taoist,religion,all,ISRAELI,M
1963,"('ARAB', 'M')",59.51,947.47,598.77,Taoist,religion,all,ARAB,M
15833,"('ITALIAN', 'M')",57.48,812.2,586.97,Taoist,religion,all,ITALIAN,M
5613,"('DUTCH', 'M')",61.87,809.05,569.66,Taoist,religion,all,DUTCH,M
13643,"('INDIAN', 'M')",54.54,905.7,569.34,Taoist,religion,all,INDIAN,M
18753,"('NORDIC', 'F')",58.52,781.33,534.85,Taoist,religion,all,NORDIC,F
4153,"('CHINESE', 'M')",38.93,494.47,300.28,Taoist,religion,all,CHINESE,M
7073,"('FRENCH', 'M')",57.63,821.98,569.19,Taoist,religion,all,FRENCH,M
22403,"('TURKISH', 'F')",64.65,994.29,625.33,Taoist,religion,all,TURKISH,F
11453,"('HISPANIC', 'M')",63.83,735.23,517.18,Taoist,religion,all,HISPANIC,M
23863,"('AFRICAN', 'F')",59.94,987.9,666.87,Taoist,religion,all,AFRICAN,F
20213,"('SLAV', 'F')",65.69,953.86,661.05,Taoist,religion,all,SLAV,F
9993,"('GREEK', 'M')",58.05,729.78,544.09,Taoist,religion,all,GREEK,M
6343,"('FRENCH', 'F')",60.96,987.37,638.41,Taoist,religion,all,FRENCH,F
21673,"('THAI', 'F')",48.53,687.54,419.27,Taoist,religion,all,THAI,F
28973,"('ENGLISH', 'M')",60.83,875.3,592.68,Taoist,religion,all,ENGLISH,M
10723,"('HISPANIC', 'F')",64.69,946.13,583.75,Taoist,religion,all,HISPANIC,F
18023,"('KOREAN', 'M')",46.72,585.43,410.69,Taoist,religion,all,KOREAN,M
12666,"('INDIAN', 'F')",62.41,711.99,493.87,US-born,characteristics,immigration_status,INDIAN,F
17046,"('JAPANESE', 'M')",69.97,880.83,742.48,US-born,characteristics,immigration_status,JAPANESE,M
23616,"('AFRICAN', 'F')",66.71,785.52,575.79,US-born,characteristics,immigration_status,AFRICAN,F
17776,"('KOREAN', 'M')",70.74,806.78,694.49,US-born,characteristics,immigration_status,KOREAN,M
986,"('ARAB', 'F')",60.98,656.68,496.68,US-born,characteristics,immigration_status,ARAB,F
27996,"('ENGLISH', 'F')",67.4,823.67,561.82,US-born,characteristics,immigration_status,ENGLISH,F
25806,"('BALTIC', 'F')",61.34,747.46,513.32,US-born,characteristics,immigration_status,BALTIC,F
27266,"('KOREAN', 'F')",64.04,847.92,690.5,US-born,characteristics,immigration_status,KOREAN,F
18506,"('NORDIC', 'F')",63.49,803.47,605.83,US-born,characteristics,immigration_status,NORDIC,F
25076,"('HUNGARIAN', 'F')",64.02,852.19,627.17,US-born,characteristics,immigration_status,HUNGARIAN,F
14856,"('ITALIAN', 'F')",65.98,848.24,583.83,US-born,characteristics,immigration_status,ITALIAN,F
19236,"('NORDIC', 'M')",69.46,762.32,638.08,US-born,characteristics,immigration_status,NORDIC,M
2446,"('BALTIC', 'M')",68.97,782.11,592.93,US-born,characteristics,immigration_status,BALTIC,M
1716,"('ARAB', 'M')",66.32,673.03,555.21,US-born,characteristics,immigration_status,ARAB,M
22156,"('TURKISH', 'F')",64.3,717.9,539.65,US-born,characteristics,immigration_status,TURKISH,F
13396,"('INDIAN', 'M')",67.96,690.63,506.08,US-born,characteristics,immigration_status,INDIAN,M
26536,"('ISRAELI', 'F')",62.95,684.11,539.38,US-born,characteristics,immigration_status,ISRAELI,F
20696,"('SLAV', 'M')",68.28,798.04,623.23,US-born,characteristics,immigration_status,SLAV,M
8286,"('GERMAN', 'M')",68.13,850.74,629.76,US-born,characteristics,immigration_status,GERMAN,M
3176,"('CHINESE', 'F')",62.56,746.62,521.75,US-born,characteristics,immigration_status,CHINESE,F
256,"('AFRICAN', 'M')",66.4,713.32,613.42,US-born,characteristics,immigration_status,AFRICAN,M
7556,"('GERMAN', 'F')",60.17,800.52,558.56,US-born,characteristics,immigration_status,GERMAN,F
10476,"('HISPANIC', 'F')",65.93,793.53,525.66,US-born,characteristics,immigration_status,HISPANIC,F
9016,"('GREEK', 'F')",63.37,791.63,575.85,US-born,characteristics,immigration_status,GREEK,F
24346,"('THAI', 'M')",71.5,710.38,534.75,US-born,characteristics,immigration_status,THAI,M
19966,"('SLAV', 'F')",63.57,872.29,647.13,US-born,characteristics,immigration_status,SLAV,F
14126,"('ISRAELI', 'M')",65.9,692.24,542.47,US-born,characteristics,immigration_status,ISRAELI,M
21426,"('THAI', 'F')",66.18,774.93,544.81,US-born,characteristics,immigration_status,THAI,F
28726,"('ENGLISH', 'M')",73.22,784.04,649.29,US-born,characteristics,immigration_status,ENGLISH,M
6096,"('FRENCH', 'F')",62.63,881.55,637.77,US-born,characteristics,immigration_status,FRENCH,F
6826,"('FRENCH', 'M')",70.05,885.66,619.35,US-born,characteristics,immigration_status,FRENCH,M
16316,"('JAPANESE', 'F')",64.56,832.3,700.23,US-born,characteristics,immigration_status,JAPANESE,F
4636,"('DUTCH', 'F')",65.33,871.12,618.29,US-born,characteristics,immigration_status,DUTCH,F
11936,"('HUNGARIAN', 'M')",69.73,858.79,682.19,US-born,characteristics,immigration_status,HUNGARIAN,M
9746,"('GREEK', 'M')",68.32,781.05,606.29,US-born,characteristics,immigration_status,GREEK,M
5366,"('DUTCH', 'M')",70.46,806.12,638.7,US-born,characteristics,immigration_status,DUTCH,M
15586,"('ITALIAN', 'M')",74.58,906.33,645.21,US-born,characteristics,immigration_status,ITALIAN,M
11206,"('HISPANIC', 'M')",72.36,801.82,659.17,US-born,characteristics,immigration_status,HISPANIC,M
22886,"('TURKISH', 'M')",69.28,711.26,648.74,US-born,characteristics,immigration_status,TURKISH,M
3906,"('CHINESE', 'M')",66.04,893.18,627.97,US-born,characteristics,immigration_status,CHINESE,M
20214,"('SLAV', 'F')",50.03,651.63,451.91,Unitarian,religion,all,SLAV,F
28974,"('ENGLISH', 'M')",48.48,627.73,399.91,Unitarian,religion,all,ENGLISH,M
15104,"('ITALIAN', 'F')",46.51,563.8,383.3,Unitarian,religion,all,ITALIAN,F
27514,"('KOREAN', 'F')",55.11,925.03,673.16,Unitarian,religion,all,KOREAN,F
6344,"('FRENCH', 'F')",49.46,707.86,467.18,Unitarian,religion,all,FRENCH,F
1964,"('ARAB', 'M')",52.56,792.75,547.52,Unitarian,religion,all,ARAB,M
11454,"('HISPANIC', 'M')",49.63,583.27,408.52,Unitarian,religion,all,HISPANIC,M
22404,"('TURKISH', 'F')",50.97,718.71,486.23,Unitarian,religion,all,TURKISH,F
26054,"('BALTIC', 'F')",48.59,565.24,344.02,Unitarian,religion,all,BALTIC,F
15834,"('ITALIAN', 'M')",48.98,650.32,492.61,Unitarian,religion,all,ITALIAN,M
3424,"('CHINESE', 'F')",52.79,833.27,522.91,Unitarian,religion,all,CHINESE,F
2694,"('BALTIC', 'M')",52.65,634.13,445.45,Unitarian,religion,all,BALTIC,M
19484,"('NORDIC', 'M')",52.45,651.17,474.04,Unitarian,religion,all,NORDIC,M
5614,"('DUTCH', 'M')",56.15,656.53,521.57,Unitarian,religion,all,DUTCH,M
26784,"('ISRAELI', 'F')",46.5,637.95,376.62,Unitarian,religion,all,ISRAELI,F
14374,"('ISRAELI', 'M')",48.76,656.63,407.47,Unitarian,religion,all,ISRAELI,M
9264,"('GREEK', 'F')",51.49,673.02,441.78,Unitarian,religion,all,GREEK,F
18754,"('NORDIC', 'F')",48.56,662.11,427.01,Unitarian,religion,all,NORDIC,F
23864,"('AFRICAN', 'F')",52.73,820.68,498.07,Unitarian,religion,all,AFRICAN,F
7804,"('GERMAN', 'F')",48.57,519.4,387.37,Unitarian,religion,all,GERMAN,F
12914,"('INDIAN', 'F')",55.38,975.13,484.96,Unitarian,religion,all,INDIAN,F
1234,"('ARAB', 'F')",51.13,679.5,431.17,Unitarian,religion,all,ARAB,F
8534,"('GERMAN', 'M')",55.82,672.51,526.45,Unitarian,religion,all,GERMAN,M
7074,"('FRENCH', 'M')",53.8,665.14,467.06,Unitarian,religion,all,FRENCH,M
24594,"('THAI', 'M')",63.86,829.76,548.24,Unitarian,religion,all,THAI,M
12184,"('HUNGARIAN', 'M')",50.66,560.4,407.16,Unitarian,religion,all,HUNGARIAN,M
13644,"('INDIAN', 'M')",62.5,1055.8,578.37,Unitarian,religion,all,INDIAN,M
504,"('AFRICAN', 'M')",53.82,830.45,481.0,Unitarian,religion,all,AFRICAN,M
4884,"('DUTCH', 'F')",53.04,615.41,558.93,Unitarian,religion,all,DUTCH,F
16564,"('JAPANESE', 'F')",55.99,1237.58,679.77,Unitarian,religion,all,JAPANESE,F
9994,"('GREEK', 'M')",53.46,643.59,470.51,Unitarian,religion,all,GREEK,M
18024,"('KOREAN', 'M')",61.17,970.46,645.47,Unitarian,religion,all,KOREAN,M
23134,"('TURKISH', 'M')",55.47,761.62,530.58,Unitarian,religion,all,TURKISH,M
25324,"('HUNGARIAN', 'F')",44.58,585.49,369.57,Unitarian,religion,all,HUNGARIAN,F
4154,"('CHINESE', 'M')",58.12,961.87,669.85,Unitarian,religion,all,CHINESE,M
28244,"('ENGLISH', 'F')",46.64,656.81,397.33,Unitarian,religion,all,ENGLISH,F
20944,"('SLAV', 'M')",52.17,675.89,522.58,Unitarian,religion,all,SLAV,M
10724,"('HISPANIC', 'F')",47.51,603.66,355.13,Unitarian,religion,all,HISPANIC,F
17294,"('JAPANESE', 'M')",61.79,1083.25,677.68,Unitarian,religion,all,JAPANESE,M
21674,"('THAI', 'F')",60.47,815.36,558.59,Unitarian,religion,all,THAI,F
24595,"('THAI', 'M')",32.59,286.35,206.35,Wiccan,religion,all,THAI,M
4885,"('DUTCH', 'F')",29.89,304.21,205.81,Wiccan,religion,all,DUTCH,F
12915,"('INDIAN', 'F')",33.3,335.62,227.86,Wiccan,religion,all,INDIAN,F
26055,"('BALTIC', 'F')",27.81,210.54,163.05,Wiccan,religion,all,BALTIC,F
26785,"('ISRAELI', 'F')",27.8,215.02,170.53,Wiccan,religion,all,ISRAELI,F
6345,"('FRENCH', 'F')",29.01,306.78,217.92,Wiccan,religion,all,FRENCH,F
16565,"('JAPANESE', 'F')",31.87,280.03,183.08,Wiccan,religion,all,JAPANESE,F
19485,"('NORDIC', 'M')",31.08,281.49,230.38,Wiccan,religion,all,NORDIC,M
9995,"('GREEK', 'M')",33.13,306.27,239.56,Wiccan,religion,all,GREEK,M
22405,"('TURKISH', 'F')",31.05,261.12,195.43,Wiccan,religion,all,TURKISH,F
21675,"('THAI', 'F')",32.8,341.86,213.36,Wiccan,religion,all,THAI,F
10725,"('HISPANIC', 'F')",28.6,209.09,147.0,Wiccan,religion,all,HISPANIC,F
7075,"('FRENCH', 'M')",30.76,277.17,205.69,Wiccan,religion,all,FRENCH,M
12185,"('HUNGARIAN', 'M')",32.99,300.79,227.21,Wiccan,religion,all,HUNGARIAN,M
17295,"('JAPANESE', 'M')",36.32,382.85,243.3,Wiccan,religion,all,JAPANESE,M
23865,"('AFRICAN', 'F')",35.78,367.02,242.61,Wiccan,religion,all,AFRICAN,F
1235,"('ARAB', 'F')",32.49,296.67,215.24,Wiccan,religion,all,ARAB,F
20945,"('SLAV', 'M')",32.59,294.01,234.92,Wiccan,religion,all,SLAV,M
505,"('AFRICAN', 'M')",42.73,421.34,304.72,Wiccan,religion,all,AFRICAN,M
7805,"('GERMAN', 'F')",28.58,224.95,172.12,Wiccan,religion,all,GERMAN,F
18755,"('NORDIC', 'F')",29.88,259.97,200.24,Wiccan,religion,all,NORDIC,F
9265,"('GREEK', 'F')",31.09,342.63,241.05,Wiccan,religion,all,GREEK,F
25325,"('HUNGARIAN', 'F')",28.7,251.75,189.84,Wiccan,religion,all,HUNGARIAN,F
14375,"('ISRAELI', 'M')",31.95,244.41,208.39,Wiccan,religion,all,ISRAELI,M
28975,"('ENGLISH', 'M')",29.39,241.34,176.77,Wiccan,religion,all,ENGLISH,M
8535,"('GERMAN', 'M')",30.32,282.61,206.9,Wiccan,religion,all,GERMAN,M
23135,"('TURKISH', 'M')",33.02,309.59,236.64,Wiccan,religion,all,TURKISH,M
28245,"('ENGLISH', 'F')",28.16,198.97,141.43,Wiccan,religion,all,ENGLISH,F
18025,"('KOREAN', 'M')",35.79,298.05,219.74,Wiccan,religion,all,KOREAN,M
2695,"('BALTIC', 'M')",32.07,240.74,196.8,Wiccan,religion,all,BALTIC,M
3425,"('CHINESE', 'F')",31.96,233.33,153.26,Wiccan,religion,all,CHINESE,F
27515,"('KOREAN', 'F')",36.5,409.64,283.6,Wiccan,religion,all,KOREAN,F
15105,"('ITALIAN', 'F')",29.53,262.34,186.1,Wiccan,religion,all,ITALIAN,F
20215,"('SLAV', 'F')",29.55,278.61,210.36,Wiccan,religion,all,SLAV,F
4155,"('CHINESE', 'M')",35.24,336.84,262.86,Wiccan,religion,all,CHINESE,M
15835,"('ITALIAN', 'M')",34.42,348.18,251.99,Wiccan,religion,all,ITALIAN,M
5615,"('DUTCH', 'M')",32.79,330.19,258.0,Wiccan,religion,all,DUTCH,M
11455,"('HISPANIC', 'M')",34.77,274.35,220.13,Wiccan,religion,all,HISPANIC,M
1965,"('ARAB', 'M')",35.56,442.88,338.17,Wiccan,religion,all,ARAB,M
13645,"('INDIAN', 'M')",35.12,385.99,310.05,Wiccan,religion,all,INDIAN,M
3258,"('CHINESE', 'F')",68.16,1679.06,1108.77,Zoomer,cultural,generations,CHINESE,F
24428,"('THAI', 'M')",72.13,1669.42,1002.64,Zoomer,cultural,generations,THAI,M
12018,"('HUNGARIAN', 'M')",67.29,1439.97,902.53,Zoomer,cultural,generations,HUNGARIAN,M
10558,"('HISPANIC', 'F')",77.22,1720.38,999.73,Zoomer,cultural,generations,HISPANIC,F
18588,"('NORDIC', 'F')",68.71,1398.27,851.57,Zoomer,cultural,generations,NORDIC,F
8368,"('GERMAN', 'M')",67.94,1211.88,815.39,Zoomer,cultural,generations,GERMAN,M
20778,"('SLAV', 'M')",68.39,1464.51,868.65,Zoomer,cultural,generations,SLAV,M
14208,"('ISRAELI', 'M')",63.4,1455.85,808.08,Zoomer,cultural,generations,ISRAELI,M
2528,"('BALTIC', 'M')",67.33,1446.71,825.38,Zoomer,cultural,generations,BALTIC,M
28808,"('ENGLISH', 'M')",71.15,1561.08,1017.42,Zoomer,cultural,generations,ENGLISH,M
6178,"('FRENCH', 'F')",75.88,1737.24,1055.45,Zoomer,cultural,generations,FRENCH,F
25888,"('BALTIC', 'F')",71.22,1651.01,891.03,Zoomer,cultural,generations,BALTIC,F
6908,"('FRENCH', 'M')",71.64,1469.32,935.02,Zoomer,cultural,generations,FRENCH,M
17128,"('JAPANESE', 'M')",71.94,1498.63,900.2,Zoomer,cultural,generations,JAPANESE,M
15668,"('ITALIAN', 'M')",72.78,1523.61,951.69,Zoomer,cultural,generations,ITALIAN,M
27348,"('KOREAN', 'F')",73.04,1561.59,840.99,Zoomer,cultural,generations,KOREAN,F
25158,"('HUNGARIAN', 'F')",69.63,1597.46,938.45,Zoomer,cultural,generations,HUNGARIAN,F
20048,"('SLAV', 'F')",72.74,1600.75,910.09,Zoomer,cultural,generations,SLAV,F
12748,"('INDIAN', 'F')",67.1,1632.06,966.21,Zoomer,cultural,generations,INDIAN,F
23698,"('AFRICAN', 'F')",74.73,1577.22,904.95,Zoomer,cultural,generations,AFRICAN,F
19318,"('NORDIC', 'M')",67.14,1377.12,841.4,Zoomer,cultural,generations,NORDIC,M
28078,"('ENGLISH', 'F')",73.87,1655.44,1011.52,Zoomer,cultural,generations,ENGLISH,F
3988,"('CHINESE', 'M')",66.09,1520.77,1125.24,Zoomer,cultural,generations,CHINESE,M
13478,"('INDIAN', 'M')",62.29,1539.54,981.37,Zoomer,cultural,generations,INDIAN,M
4718,"('DUTCH', 'F')",71.73,1356.5,886.89,Zoomer,cultural,generations,DUTCH,F
14938,"('ITALIAN', 'F')",76.7,1794.03,1070.72,Zoomer,cultural,generations,ITALIAN,F
26618,"('ISRAELI', 'F')",69.82,1643.19,990.28,Zoomer,cultural,generations,ISRAELI,F
22968,"('TURKISH', 'M')",74.91,1656.77,939.18,Zoomer,cultural,generations,TURKISH,M
5448,"('DUTCH', 'M')",65.27,1223.9,787.4,Zoomer,cultural,generations,DUTCH,M
338,"('AFRICAN', 'M')",73.23,1456.84,955.27,Zoomer,cultural,generations,AFRICAN,M
7638,"('GERMAN', 'F')",74.16,1587.82,984.47,Zoomer,cultural,generations,GERMAN,F
22238,"('TURKISH', 'F')",74.61,1708.53,969.53,Zoomer,cultural,generations,TURKISH,F
16398,"('JAPANESE', 'F')",76.8,1577.71,993.83,Zoomer,cultural,generations,JAPANESE,F
11288,"('HISPANIC', 'M')",74.61,1454.0,946.99,Zoomer,cultural,generations,HISPANIC,M
17858,"('KOREAN', 'M')",68.22,1304.24,738.7,Zoomer,cultural,generations,KOREAN,M
21508,"('THAI', 'F')",75.14,2000.82,1032.71,Zoomer,cultural,generations,THAI,F
9828,"('GREEK', 'M')",75.22,1673.19,1033.94,Zoomer,cultural,generations,GREEK,M
1068,"('ARAB', 'F')",78.39,1837.21,1044.87,Zoomer,cultural,generations,ARAB,F
9098,"('GREEK', 'F')",79.28,1817.49,1128.93,Zoomer,cultural,generations,GREEK,F
1798,"('ARAB', 'M')",74.49,1668.63,1043.77,Zoomer,cultural,generations,ARAB,M
6346,"('FRENCH', 'F')",27.85,215.92,154.86,Zoroastrian,religion,all,FRENCH,F
24596,"('THAI', 'M')",28.24,144.0,102.44,Zoroastrian,religion,all,THAI,M
21676,"('THAI', 'F')",29.36,181.2,117.94,Zoroastrian,religion,all,THAI,F
20216,"('SLAV', 'F')",28.2,208.71,147.34,Zoroastrian,religion,all,SLAV,F
26786,"('ISRAELI', 'F')",24.72,135.86,95.24,Zoroastrian,religion,all,ISRAELI,F
16566,"('JAPANESE', 'F')",30.72,240.93,173.53,Zoroastrian,religion,all,JAPANESE,F
18026,"('KOREAN', 'M')",29.29,177.09,135.93,Zoroastrian,religion,all,KOREAN,M
23866,"('AFRICAN', 'F')",29.63,234.03,166.16,Zoroastrian,religion,all,AFRICAN,F
10726,"('HISPANIC', 'F')",25.47,126.99,95.04,Zoroastrian,religion,all,HISPANIC,F
14376,"('ISRAELI', 'M')",25.78,144.14,107.31,Zoroastrian,religion,all,ISRAELI,M
2696,"('BALTIC', 'M')",25.15,142.69,109.33,Zoroastrian,religion,all,BALTIC,M
15106,"('ITALIAN', 'F')",27.73,177.87,139.3,Zoroastrian,religion,all,ITALIAN,F
22406,"('TURKISH', 'F')",23.09,132.73,102.44,Zoroastrian,religion,all,TURKISH,F
18756,"('NORDIC', 'F')",25.15,148.8,102.87,Zoroastrian,religion,all,NORDIC,F
27516,"('KOREAN', 'F')",31.15,246.53,183.7,Zoroastrian,religion,all,KOREAN,F
8536,"('GERMAN', 'M')",26.01,177.0,145.97,Zoroastrian,religion,all,GERMAN,M
4886,"('DUTCH', 'F')",29.85,179.58,127.44,Zoroastrian,religion,all,DUTCH,F
1966,"('ARAB', 'M')",22.41,175.4,125.9,Zoroastrian,religion,all,ARAB,M
28246,"('ENGLISH', 'F')",30.08,177.06,121.38,Zoroastrian,religion,all,ENGLISH,F
4156,"('CHINESE', 'M')",30.74,200.33,158.77,Zoroastrian,religion,all,CHINESE,M
13646,"('INDIAN', 'M')",26.14,175.18,124.72,Zoroastrian,religion,all,INDIAN,M
28976,"('ENGLISH', 'M')",28.89,187.39,135.7,Zoroastrian,religion,all,ENGLISH,M
12186,"('HUNGARIAN', 'M')",30.29,204.92,156.94,Zoroastrian,religion,all,HUNGARIAN,M
9996,"('GREEK', 'M')",26.5,170.99,128.93,Zoroastrian,religion,all,GREEK,M
7806,"('GERMAN', 'F')",28.19,170.38,128.53,Zoroastrian,religion,all,GERMAN,F
5616,"('DUTCH', 'M')",29.19,162.7,120.96,Zoroastrian,religion,all,DUTCH,M
19486,"('NORDIC', 'M')",27.01,144.24,109.44,Zoroastrian,religion,all,NORDIC,M
3426,"('CHINESE', 'F')",28.94,152.26,111.54,Zoroastrian,religion,all,CHINESE,F
23136,"('TURKISH', 'M')",22.94,133.2,104.05,Zoroastrian,religion,all,TURKISH,M
25326,"('HUNGARIAN', 'F')",29.58,188.31,141.13,Zoroastrian,religion,all,HUNGARIAN,F
9266,"('GREEK', 'F')",28.91,216.37,149.93,Zoroastrian,religion,all,GREEK,F
20946,"('SLAV', 'M')",28.82,190.97,150.91,Zoroastrian,religion,all,SLAV,M
15836,"('ITALIAN', 'M')",28.24,233.38,169.76,Zoroastrian,religion,all,ITALIAN,M
26056,"('BALTIC', 'F')",24.37,129.02,91.7,Zoroastrian,religion,all,BALTIC,F
12916,"('INDIAN', 'F')",27.14,182.58,136.35,Zoroastrian,religion,all,INDIAN,F
7076,"('FRENCH', 'M')",26.13,160.16,122.13,Zoroastrian,religion,all,FRENCH,M
17296,"('JAPANESE', 'M')",31.8,247.52,182.09,Zoroastrian,religion,all,JAPANESE,M
1236,"('ARAB', 'F')",21.47,145.85,102.58,Zoroastrian,religion,all,ARAB,F
11456,"('HISPANIC', 'M')",27.82,168.62,137.05,Zoroastrian,religion,all,HISPANIC,M
506,"('AFRICAN', 'M')",27.72,269.02,185.91,Zoroastrian,religion,all,AFRICAN,M
17958,"('KOREAN', 'M')",25.96,113.81,79.26,a Baha'i,religion,(none),KOREAN,M
9198,"('GREEK', 'F')",30.26,172.44,120.81,a Baha'i,religion,(none),GREEK,F
15038,"('ITALIAN', 'F')",26.98,135.31,94.79,a Baha'i,religion,(none),ITALIAN,F
22338,"('TURKISH', 'F')",23.45,96.63,66.58,a Baha'i,religion,(none),TURKISH,F
25258,"('HUNGARIAN', 'F')",27.59,141.24,89.78,a Baha'i,religion,(none),HUNGARIAN,F
20148,"('SLAV', 'F')",28.73,138.88,98.35,a Baha'i,religion,(none),SLAV,F
17228,"('JAPANESE', 'M')",26.89,160.98,113.0,a Baha'i,religion,(none),JAPANESE,M
16498,"('JAPANESE', 'F')",25.87,122.71,91.33,a Baha'i,religion,(none),JAPANESE,F
26718,"('ISRAELI', 'F')",23.3,89.51,60.21,a Baha'i,religion,(none),ISRAELI,F
12848,"('INDIAN', 'F')",29.75,159.61,104.95,a Baha'i,religion,(none),INDIAN,F
1168,"('ARAB', 'F')",22.68,100.71,70.48,a Baha'i,religion,(none),ARAB,F
12118,"('HUNGARIAN', 'M')",29.51,138.33,100.82,a Baha'i,religion,(none),HUNGARIAN,M
23798,"('AFRICAN', 'F')",27.46,157.37,102.82,a Baha'i,religion,(none),AFRICAN,F
5548,"('DUTCH', 'M')",28.75,117.58,89.11,a Baha'i,religion,(none),DUTCH,M
20878,"('SLAV', 'M')",29.64,142.95,101.24,a Baha'i,religion,(none),SLAV,M
10658,"('HISPANIC', 'F')",23.76,87.71,54.48,a Baha'i,religion,(none),HISPANIC,F
7008,"('FRENCH', 'M')",27.35,113.81,90.8,a Baha'i,religion,(none),FRENCH,M
8468,"('GERMAN', 'M')",26.94,153.52,103.01,a Baha'i,religion,(none),GERMAN,M
13578,"('INDIAN', 'M')",29.29,164.28,104.27,a Baha'i,religion,(none),INDIAN,M
19418,"('NORDIC', 'M')",28.17,119.09,79.97,a Baha'i,religion,(none),NORDIC,M
2628,"('BALTIC', 'M')",30.23,131.92,91.71,a Baha'i,religion,(none),BALTIC,M
3358,"('CHINESE', 'F')",24.94,96.05,65.96,a Baha'i,religion,(none),CHINESE,F
7738,"('GERMAN', 'F')",28.22,146.12,87.65,a Baha'i,religion,(none),GERMAN,F
28178,"('ENGLISH', 'F')",27.65,122.73,75.09,a Baha'i,religion,(none),ENGLISH,F
1898,"('ARAB', 'M')",23.31,121.84,94.9,a Baha'i,religion,(none),ARAB,M
28908,"('ENGLISH', 'M')",24.81,115.68,82.24,a Baha'i,religion,(none),ENGLISH,M
4818,"('DUTCH', 'F')",28.07,145.16,87.02,a Baha'i,religion,(none),DUTCH,F
21608,"('THAI', 'F')",26.6,116.98,76.27,a Baha'i,religion,(none),THAI,F
438,"('AFRICAN', 'M')",26.31,143.63,99.36,a Baha'i,religion,(none),AFRICAN,M
6278,"('FRENCH', 'F')",26.11,146.14,102.84,a Baha'i,religion,(none),FRENCH,F
18688,"('NORDIC', 'F')",26.29,122.72,84.97,a Baha'i,religion,(none),NORDIC,F
14308,"('ISRAELI', 'M')",24.9,149.83,75.93,a Baha'i,religion,(none),ISRAELI,M
27448,"('KOREAN', 'F')",26.74,145.38,103.38,a Baha'i,religion,(none),KOREAN,F
15768,"('ITALIAN', 'M')",28.34,163.83,115.23,a Baha'i,religion,(none),ITALIAN,M
23068,"('TURKISH', 'M')",23.76,94.08,76.04,a Baha'i,religion,(none),TURKISH,M
11388,"('HISPANIC', 'M')",26.17,116.51,87.94,a Baha'i,religion,(none),HISPANIC,M
24528,"('THAI', 'M')",25.88,90.19,62.39,a Baha'i,religion,(none),THAI,M
4088,"('CHINESE', 'M')",27.34,138.76,104.26,a Baha'i,religion,(none),CHINESE,M
25988,"('BALTIC', 'F')",26.93,101.39,64.85,a Baha'i,religion,(none),BALTIC,F
9928,"('GREEK', 'M')",28.97,159.42,112.83,a Baha'i,religion,(none),GREEK,M
12849,"('INDIAN', 'F')",33.19,348.19,224.14,a Buddhist,religion,(none),INDIAN,F
15769,"('ITALIAN', 'M')",40.02,417.69,300.88,a Buddhist,religion,(none),ITALIAN,M
17229,"('JAPANESE', 'M')",34.86,314.05,261.1,a Buddhist,religion,(none),JAPANESE,M
